1	489165.0	497568.5	521412.05
2	280165.8	287007.8	381711.2
3	275510.8	279726.4	283842.5
4	273617.6	275776.5	281711.97
5	275665.0	278504.0	283454.6
6	275567.0	278107.5	284506.32
7	274627.0	277589.25	282995.85
8	274888.8	278656.8	282489.18
9	273660.8	276987.2	280086.8
10	274968.0	277412.25	282889.6
11	273927.6	275654.6	280006.15
12	274581.8	276717.5	280492.04
13	273211.8	276161.6	281346.12
14	272582.0	275587.0	280180.95
15	275671.0	279452.25	283017.06
16	274768.0	278034.8	284782.92
17	275501.4	278494.25	283003.84
18	274671.2	277740.6	281890.0
19	275927.4	278833.2	283270.9
20	275317.6	278172.8	282407.66
21	274243.0	276763.65	281402.77
22	275078.0	277940.9	283668.2
23	276327.0	278606.9	282557.12
24	275033.9	279686.3	284578.12
25	274987.0	278554.4	285874.35
26	274923.3	277563.2	281106.11
27	273043.1	275596.45	280599.35
28	275127.0	277255.1	280837.26
29	273647.5	275851.5	281190.45
30	276370.7	280672.05	285138.4
31	274017.6	276163.6	281760.42
32	275230.5	279637.3	285702.52
33	274328.0	277532.8	286038.2
34	272678.0	275933.0	281937.6
35	275479.5	279949.5	285582.4
36	275755.8	277756.9	283007.18
37	276050.9	278942.05	282753.22
38	275061.6	276471.4	280677.86
39	273349.9	280044.95	287479.49
40	269347.0	269347.0	269347.0
