1	307043	91817
2	265618	32525
3	263755	33246
4	263884	35446
5	265503	35161
6	266662	33746
7	264607	29591
8	274919	39164
9	281012	44484
10	286804	47079
11	288900	70956
12	263389	40313
13	262428	31993
14	264133	35745
15	267784	27232
16	272768	30801
17	279717	47831
18	278556	42181
19	285517	48870
20	301237	77025
21	285373	79073
22	275251	80299
23	262759	34364
24	263011	35443
25	267205	31551
26	269554	35444
27	273962	40532
28	274033	42168
29	272881	35284
30	283276	56863
31	278118	55709
32	264112	37830
33	265028	44237
34	260885	25961
35	267207	36431
36	264725	39501
37	259948	46539
38	248935	82639
39	273694	78033
40	259940	45215
41	253677	43289
42	252161	46259
43	254353	40902
44	249876	51888
45	252364	44296
46	255077	38956
47	253443	42205
48	255964	35264
49	252730	44873
50	253031	44537
51	254887	39807
52	255793	38581
53	252350	46362
54	251680	46112
55	251476	46672
56	250735	47880
57	253909	43141
58	252141	44473
59	251373	47268
60	254257	42408
61	252238	45371
62	254007	42432
63	250556	49620
64	255016	38361
65	253747	41415
66	256399	35390
67	251547	47264
68	253383	42924
69	254383	39976
70	255442	35690
71	253353	43294
72	250913	47458
73	251801	45188
74	253732	41513
75	253923	41338
76	252638	45170
77	254718	40839
78	251675	46052
79	254881	40429
80	256179	36538
81	254580	40850
82	255408	37304
83	253163	42326
84	252849	41430
85	252707	44800
86	252658	45284
87	251991	46062
88	254806	40032
89	253375	39705
90	254179	39796
91	255185	35385
92	253262	42076
93	253751	40670
94	253138	42553
95	255060	37374
96	252576	43882
97	249573	50858
98	254929	39033
99	254555	37177
100	253149	41987
101	252967	43069
102	254929	40148
103	253967	40949
104	256207	40026
105	260039	40571
106	262674	42152
107	264466	39624
108	265703	34980
109	266935	33001
110	264986	37499
111	268976	18131
112	269331	10329
113	267423	10022
