1	342205	116561
2	267412	38864
3	263073	30037
4	262218	34608
5	261023	26712
6	260482	31361
7	262121	32682
8	259122	23526
9	260780	31395
10	260474	28306
11	264660	40028
12	260455	28401
13	261355	34094
14	260732	30932
15	261872	32832
16	261345	31065
17	261529	32659
18	261703	36787
19	259258	23217
20	261514	35153
21	260367	25654
22	259558	26039
23	261066	25544
24	261645	33762
25	260696	28992
26	261454	31001
27	260630	32147
28	260044	23296
29	259873	29163
30	262297	35896
31	258815	23597
32	260340	30480
33	261617	33932
34	259452	29767
35	258467	34325
36	253947	43366
37	256114	44519
38	248159	64757
39	262595	78644
40	254996	43798
41	252347	49729
42	249392	51619
43	253495	43421
44	254076	41891
45	253278	43322
46	254305	40086
47	254866	40347
48	251821	45303
49	251513	45467
50	254438	40055
51	254846	36639
52	252857	43159
53	250306	49566
54	253695	40747
55	253718	40622
56	253042	41655
57	252835	43270
58	252761	44144
59	254541	39033
60	254286	40125
61	254535	40222
62	252148	43883
63	255099	41192
64	249988	48814
65	256325	35587
66	253313	43537
67	251467	46950
68	253213	42539
69	253580	41544
70	255600	37625
71	255058	37244
72	253004	44137
73	252362	44808
74	253694	40905
75	254861	38705
76	252168	45522
77	255564	36177
78	253527	40861
79	254456	38157
80	255318	35368
81	254082	39895
82	255217	35319
83	250459	48212
84	256577	32743
85	253888	39760
86	254210	41019
87	256336	36746
88	252725	44961
89	254383	41716
90	253786	41625
91	254640	40244
92	250078	50042
93	254400	40167
94	252880	42371
95	253381	40604
96	253962	42605
97	252067	45384
98	252834	43230
99	255173	37659
100	251989	44445
101	254089	40947
102	253265	43592
103	252929	46488
104	261229	33062
105	264414	34572
106	267573	27234
107	263412	38274
108	265866	31406
109	267635	26975
110	263940	36960
111	268222	22075
112	267994	10070
113	267813	9639
114	261502	0
