1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	0
31	0
32	0
33	0
34	0
35	0
36	0
37	0
34	76132.5	79806.25	82745.25
35	57127.0	103549.5	429898.25
36	25559.6	52847.05	101346.23999999999
37	29063.8	30536.2	42894.32
38	25068.6	33150.4	67213.0
39	36253.3	57052.95	88882.28
40	47671.4	53829.4	79354.16
41	39759.2	43963.2	62769.04
42	48360.0	50809.5	70186.0
43	41091.5	58663.0	63937.95
44	57191.5	64826.25	73327.2
45	52486.5	63937.25	76763.14
46	90736.8	104552.0	113222.14
47	49518.0	54411.0	85609.2
48	50528.0	82338.0	92950.04
49	47130.6	70764.3	92127.08
50	22425.0	25865.6	29542.12
51	27245.0	36520.5	61241.05
52	31213.0	36074.75	52092.45
53	30810.4	56354.6	100111.69
54	36279.2	51600.55	76017.5
55	46262.0	52149.6	63370.979999999996
56	53297.9	77067.0	80123.78
57	38990.5	43296.0	61570.9
58	29215.4	32341.9	39084.27
59	24152.0	33922.75	46590.8
60	26146.0	31077.0	40290.6
61	24961.5	25928.3	31395.33
62	27022.1	33709.3	37282.16
63	36020.8	39035.2	50553.24
64	37098.8	38286.8	55265.74
65	48648.9	61279.6	65313.31
66	34580.1	39905.7	40920.03
67	43755.0	49055.0	65420.6
68	30881.2	34311.4	44464.68
69	25038.0	26080.0	30865.3
70	27669.1	32364.2	34187.66
71	26046.5	35683.6	38480.71
72	36092.0	47196.15	49001.32
73	44218.2	52358.6	59738.9
74	41983.7	56094.7	63694.72
75	44126.9	50936.8	61129.88
76	30862.1	34921.35	36215.13
77	27858.7	41925.8	51866.22
78	25039.0	26145.0	32981.2
79	23684.4	24678.1	42123.38
80	30191.4	32688.6	37797.83
81	41555.4	53102.6	70433.6
82	46654.8	58108.4	84338.12
83	49287.2	53637.5	73763.91
84	35409.9	39866.0	45974.020000000004
85	39932.0	43619.0	66880.0
86	31139.6	37998.95	47578.19
87	27744.1	29857.6	41664.97
88	24355.6	26707.7	40744.06
89	30460.0	32126.25	33220.6
90	24149.0	27417.4	48339.119999999995
91	44961.3	53226.35	65177.54
92	31579.2	36855.0	40158.84
93	38189.2	41397.1	47622.08
94	38576.0	49057.5	55300.8
95	47165.5	48844.5	58633.39
96	31913.0	37620.0	39859.88
97	23339.8	24336.2	35533.45
98	23276.8	26381.2	29407.8
99	27034.1	32102.75	38559.020000000004
100	31738.8	35016.2	59838.240000000005
101	48536.4	63372.6	84998.36
102	37161.8	38458.6	51290.020000000004
103	32056.0	38144.7	63397.22
104	43210.6	64960.7	85911.54
105	25589.2	27187.85	32379.81
106	25225.2	28008.6	54110.71
107	23696.6	28085.55	32326.47
108	27155.6	29802.9	40712.9
109	29716.6	31603.8	35261.16
110	22614.8	23330.4	23902.88
111	36759.4	37992.2	38978.44
112	20978.0	20978.0	20978.0
