5,128,16,92,71,192,85,158,228
126,3,116,204,181,300,195,271,340
17,114,7,92,69,191,84,167,241
95,203,92,3,28,123,12,224,159
70,178,70,28,3,123,20,216,174
190,299,189,120,125,4,105,131,55
85,193,83,13,20,107,4,233,165
159,274,168,224,216,130,234,3,75
227,341,239,158,174,57,160,74,2
