1	345174	118943
2	266965	29846
3	263759	36949
4	263465	32075
5	264881	32731
6	267439	35456
7	269557	39271
8	273185	32237
9	282017	39808
10	298690	63835
11	308651	78348
12	312595	94817
13	334520	115265
14	341266	122848
15	334730	110518
16	341801	117708
17	333734	115686
18	331763	114997
19	335997	127780
20	347932	137009
21	345383	129314
22	360153	156623
23	350065	151312
24	361705	160653
25	362531	169656
26	375236	198688
27	400262	237781
28	433498	272153
29	424729	254120
30	444275	279727
31	433086	272288
32	441870	287290
33	377848	242075
34	359461	246817
35	298047	180443
36	289445	172718
37	280406	171115
38	314355	206502
39	275158	136305
40	260817	52687
41	253193	44782
42	254475	40581
43	253225	41433
44	249367	50827
45	253003	45215
46	256351	35297
47	256998	33079
48	253885	42057
49	253157	44384
50	254782	40744
51	254094	40811
52	255219	39469
53	256828	36024
54	251423	47869
55	252644	46450
56	251845	47946
57	256172	40171
58	253343	46804
59	258248	35506
60	253900	44542
61	257671	36188
62	254097	41936
63	254266	42501
64	254708	42922
65	254891	42261
66	253369	45081
67	255193	43654
68	256963	39351
69	253893	46119
70	253897	45951
71	257054	40218
72	253011	50912
73	258625	47943
74	262440	40488
75	260622	43676
76	259111	43812
77	258250	50103
78	266316	44439
79	267119	50992
80	269844	43550
81	267424	54670
82	264060	49944
83	259901	53488
84	264745	41727
85	269430	53184
86	272482	60076
87	267850	54116
88	263425	54539
89	263515	52045
90	270512	74050
91	275027	75480
92	271606	71001
93	269803	59236
94	266859	51627
95	272640	56635
96	274343	60125
97	274429	58640
98	269332	54185
99	269899	51572
100	272153	48908
101	280639	46143
102	287995	48052
103	286985	53292
104	297162	51245
105	291354	54870
106	297770	60721
107	297857	50512
108	301505	49177
109	299723	49985
110	286955	30662
