1	325944	109146
2	255758	37718
3	252688	41290
4	251560	44561
5	254223	40883
6	255607	37106
7	254686	40991
8	251984	45165
9	255856	41587
10	253425	41481
11	249267	47459
12	250693	44658
13	252749	38161
14	253152	40183
15	255856	36201
16	253469	44261
17	256852	39709
18	265007	43700
19	263443	45847
20	256462	43384
21	251123	41512
22	252788	41123
23	252322	40082
24	253017	40202
25	254222	37651
26	254522	38802
27	255483	35951
28	252866	45567
29	254325	42882
30	254690	41524
31	253559	38921
32	248767	46544
33	251015	43243
34	255667	35032
35	251764	45292
36	255379	34679
37	252454	45498
38	253288	44847
39	253840	41524
40	256340	33118
41	253702	37826
42	251991	41746
43	249963	46180
44	253073	42314
45	254744	37648
46	254130	39624
47	253608	42178
48	250622	45793
49	251325	46100
50	252918	42215
51	251941	41985
52	252922	38231
53	254957	35530
54	249016	52531
55	250366	46544
56	251386	46784
57	251001	49062
58	253534	39759
59	251047	46208
60	250161	47214
61	252805	40190
62	249980	45933
63	249716	48314
64	251615	43420
65	253020	40312
66	254340	41006
67	252050	42956
68	250105	48179
69	250094	47890
70	252536	42062
71	251170	45765
72	256234	36089
73	256148	37358
74	252139	46652
75	257732	37263
76	254887	42881
77	256192	38676
78	260964	43519
79	258235	44768
80	252865	54463
81	254243	39157
82	254679	37684
83	250128	49574
84	253191	41390
85	254778	39770
86	254157	44029
87	250926	49195
88	252048	48144
89	256217	39587
90	253617	41431
91	253867	43038
92	255963	32883
93	254061	39866
94	250750	46760
95	250877	46768
96	252628	42351
97	255249	36502
98	251050	45894
99	253480	43833
100	253986	36519
101	251835	44272
102	253141	39368
103	250913	44950
104	254514	37890
105	253283	44920
106	259653	40586
107	263003	38042
108	267469	24664
109	259400	46661
110	262670	34156
111	267981	10987
112	264872	9364
113	262632	10307
